cod,desc,cant,estante,nivel,costo_unitario
8006,RACK XR-5,,,,
8007,RACK XR-6 61X40X118+35,,,,
8008,CHAROLA EXHIBIDORA XM-1 MED. 15X20.5X12+20,,,,
8009,CHAROLA EXHIBIDORA XM-2 MED. 22.2X20.3X12+20,1,,,
8010,CHAROLA EXHIBIDORA XM-3 MED. 26.3X23X12+20,2,,,
8011,CHAROLA EXHIBIDORA XM-4 MED. 33X26X12+20,2,,,
8012,"INSERTO XR-1 PLAFON. ESCALERA, DIVISORES, SOPORTE",,,,
8013,"INSERTO XR-2 PLAFON. ESCALERA, DIVISORES, SOPORTE",,,,
8014,"INSERTO XR-3 PLAFON. ESCALERA, DIVISORES, SOPORTE",,,,
8015,"INSERTO XR-6 PLAFON. ESCALERA, DIVISORES, SOPORTE",,,,
8016,"INSERTO XM-1 PLAFON. ESCALERA, DIVISORES",3,,,
8017,"INSERTO XM-2 PLAFON. ESCALERA, DIVISORES",3,,,
8018,"INSERTO XM-3 PLAFON. ESCALERA, DIVISORES",,,,
8019,"INSERTO XM-4 PLAFON. ESCALERA, DIVISORES",4,,,
8023,JUEGO VINIL AUTOADHERIBLE PARA XR-3,,,,
8029,JUEGO VINIL AUTOADHERIBLE PARA XM-3,,,,
8031,CHAROLA EXHIBIDORA MED. 40X36X20 CORRUGADO BOND,,,,
8032,LIBRERO DE CARTON 55X32X123cm EN 3 NIVEL,,,,
9301,UPS SOBRE EXPORT WORLDWIDE EXPRESS,0,,,
9302,UPS PAQUETE EXPORT WORLDWIDE EXPRESS,,,,
9303,UPS SOBRE EXPORT WORLDWIDE SAVER,0,,,
9304,UPS PAQUETE EXPORT WORLDWIDE SAVER,,,,
9305,UPS PAQUETE EXPORT EST�NDAR,0,,,
9306,UPS SOBRE SAVER NACIONAL,0,,,
9307,UPS PAQUETE SAVER NACIONAL,0,,,
9308,UPS SOBRE EXPRESS NACIONAL,0,,,
9309,UPS PAQUETE EXPRESS NACIONAL,,,,
9310,UPS SOBRE EXPRESS PLUS NACIONAL,,,,
9311,UPS PAQUETE EXPRESS PLUS NACIONAL,,,,
9312,UPS PAQUETE STANDAR NACIONAL,0,,,
9313,SERVICIO EXPRESS REDPACK,0,,,
9314,SERVICIO ECO-EXPRESS REDPACK,0,,,
9315,SEGURO REDPACK,,,,
9316,SERVICIO 11:30 ESTAFETA,0,,,
9317,SERVICIO DIA SIGUIENTE ESTAFETA,0,,,
9318,SERVICIO DOS DIAS ESTAFETA,0,,,
9319,SERVICIO TERRESTRE ESTAFETA,0,,,
9320,SERVICIO GLOBAL EXPRESS ESTAFETA,0,,,
9321,SERVICIO USA CANADA ESTAFETA,0,,,
9322,SEGURO ESTAFETA,0,,,
9323,PAQUETE RETORNADO A ORIGEN UPS,,,,
9996,GLOBO LISO CON AIRE,6,,,
9997,GLOBO LISO CON HELIO,,,,
9998,GLOBO ESTAMPADO CON AIRE,11,,,
9999,GLOBO ESTAMPADO CON HELIO,,,,
B0147,ABANICO CAPLE BLANCO,,,,
B017,CAJA CROQUEN BUSH,,,,
B0182,TIRA DE CAPLE IMPRESA,,,,
B020,DISCO CORRUGADO 21 CM,,,,
B030,CAJA SALDO #3 18PTS,,,,
B0301,ER-06 CON VENTANA ROJO 25X20X4,,,,
B0325,CUBO CONTRAENCOLADO 9X9X9 BEIGE,44,,,
B034,COFRE MINI SINGLE DECORADO,,,,
B037,ARBOLITO SENCILLO CORRUGADO,,,,
B0431,TARJETA CORRUGADA NAVIDE�A,,,,
B0432,CHAROLA ANGELITO,,,,
B050,TAE CHICO,,,,
B052,CAJA DE ACETATO 13X13.5X18,1,,,
B070,SOBRE SOS,,,,
B083,CAJA SALDO CON VENTANA TAPA INTEGRADA,,,,
B1500A,CAJA HEXAGONO DE ACETATO 14X7,120,,,
B1600G,CAJA MU�ECA MINI ESPECIAL GRIS,4,,,
B2019,BASE DE CAJA PARA ROSCA 37X34X6CM (PANADERIAPONCE),,,,
B2106,CAJA PARA ROSCA IMP 2 TINTAS 60X45X8CM (PANADERIAPONCE),,,,
B2107,CAJA PARA ROSCA IMP 2 TINTAS 37X34X6CM (PANADERIAPONCE),,,,
B2108,BASE DE CAJA PARA ROSCA 60X45X8 (PANADERIAPONCE),0,,,
B2109,BASE DE CAJA PARA ROSCA 37X34X6CM (PANADERIAPONCE),0,,,
B299,CAJA TIPI GIS MICRO KRAFT MED. 17X15X9 S/IMP,,,,
DOM1,DOMIE,0,,,
P1716,COLGANTE DECORATIVO CALABAZA,5,,,
P1717,COLGANTE DECORATIVO ARA�A,7,,,
P1981,SILUETA FORRADA EN VINIL 100 CM,,,,
P1981CH,SILUETA FORRADA EN VINIL 50 CM,,,,
P1981G,SILUETA FORRADA EN VINIL 90 CM,,,,
P1981M,SILUETA FORRADA EN VINIL 70 CM,,,,
PEBUGA10,ROMPECABEZAS DOBLE CORRUGADO /VINIL,,,,
PEBUGA11,ROMPECABEZAS  DOBLE CORRUGADO 2X2 C/VINIL,,,,
PEBUGA12,CAJA PARA PIE 30X30X4 VENTANA DE CELOFAN S7IMP.,,,,
PEBUGA13,CICULOS DE CARTON FORRADOS EN VINIL,0,,,
